dependency,head_number,Plausibility,sentence_pair,Sentence,Critical_Analysis,SUBTLWF,LgSUBTLWF,PMI_crit,Cosine_crit,Attention_Strength,Lure_Analysis,Lure_SUBTLWF,Lure_LgSUBTLWF,PMI_lure,Cosine_lure,Lure_attention_strength,baseline_attn,Baseline attn: From girl to initial 'the'
nsubj,3_22,Plausible,19,The chef in the restaurant prepared wonderful food.,chef,11.88,2.783,-1.2058025,0.21509095,0.1452,restaurant,46.53,3.376,-1.649239063,0.22187856,0.0676,0.0362,
nsubj,3_22,Plausible,20,A man by the garden collected some flowers.,man,"1,845.75",4.974,-3.092906952,0.11589633,0.1014,garden,26.55,3.132,-1.585460305,0.2399508,0.0412,0.0243,
nsubj,3_22,Plausible,21,The pilot in the hall drove the plane.,pilot,26.67,3.134,-1.472423099,0.23942032,0.1574,hall,51.94,3.423,-2.022950821,0.21068482,0.0409,0.0479,
nsubj,3_22,Plausible,22,The professor in the lab grew rare plants.,professor,69.57,3.55,-2.6345222,0.20428386,0.1511,lab,39.61,3.306,-3.640099645,0.18168594,0.0107,0.0305,
nsubj,3_22,Plausible,23,The runner on the track set a record.,runner,4.96,2.405,-3.047529757,0.25139943,0.0356,track,55.75,3.454,-1.947190046,0.25681916,0.0197,0.0157,
nsubj,3_22,Plausible,24,A student in the lab made a discovery.,student,43.04,3.342,-3.955497503,0.1048407,0.1064,lab,39.61,3.306,-3.512166619,0.0799246,0.0292,0.0487,
nsubj,3_22,Plausible,25,The teacher by the door planned a course.,teacher,55.73,3.454,-2.94721055,0.20408167,0.081,door,292.06,4.173,-3.131005645,0.23471756,0.0688,0.0283,
nsubj,3_22,Plausible,26,An assistant in the class taught her students.,assistant,32.22,3.216,-0.501729742,0.3650301,0.0484,class,117.35,3.777,-1.498667479,0.18095015,0.0624,0.0285,
nsubj,3_22,Plausible,27,The captain at the scene stopped the fire.,captain,208.27,4.026,-2.367838502,0.23286012,0.1335,scene,74.65,3.581,-2.458707094,0.28693777,0.0671,0.0327,
nsubj,3_22,Plausible,28,A poet in the library wrote a manuscript.,poet,9.22,2.673,1.445998728,0.37515527,0.1621,library,22.94,3.069,-1.787920356,0.25012153,0.0436,0.0424,
nsubj,3_22,Plausible,29,The singer in the restaurant played many songs.,singer,15.69,2.904,-0.751084536,0.23621307,0.126,restaurant,46.53,3.376,-4.357486486,0.15307486,0.0475,0.0302,
nsubj,3_22,Plausible,30,The cat in the garden watched a mouse.,cat,66.33,3.529,-3.161473274,0.12585557,0.1299,garden,26.55,3.132,-2.852462173,0.11273921,0.0328,0.037,
nsubj,3_22,Plausible,31,A child at the library read a book.,child,157.65,3.905,-4.213813901,0.28308308,0.0957,library,22.94,3.069,-0.201622188,0.34483728,0.0198,0.0309,
nsubj,3_22,Plausible,32,The painter in the studio made a portrait.,painter,6.75,2.538,-5.177557468,0.11310794,0.1027,studio,23.33,3.076,-3.041718364,0.12792785,0.0288,0.0465,
nsubj,3_22,Plausible,33,An assistant in the lab conducted an experiment.,assistant,32.22,3.216,-2.317881823,0.26739305,0.1096,lab,39.61,3.306,0.461361736,0.29364747,0.0437,0.0294,
nsubj,3_22,Plausible,34,The doctor at the hospital treated a patient.,doctor,263.94,4.129,-0.522545561,0.2693714,0.1206,hospital,124.2,3.802,1.551191807,0.346423,0.0372,0.0515,
nsubj,3_22,Plausible,35,The boy in the park found yellow flowers.,boy,529.82,4.432,-2.190500557,0.19501999,0.1143,park,72.12,3.566,-2.147078037,0.14561833,0.037,0.0249,
nsubj,3_22,Plausible,36,The professor in the class explained a concept.,professor,69.57,3.55,-2.870780051,0.24874572,0.1265,class,117.35,3.777,-5.169320822,0.056569472,0.0417,0.075,
nsubj,3_22,Plausible,37,The man with the camera observed distant mountains.,man,"1,845.75",4.974,-2.425678015,0.18125452,0.0692,camera,57,3.464,-1.784031868,0.25323352,0.0426,0.039,
nsubj,3_22,Plausible,38,The worker in the shop fixed an engine.,worker,10.94,2.747,-3.442040682,0.1409167,0.0908,shop,53.55,3.437,-4.623496175,0.13488434,0.0417,0.0488,
nsubj,3_22,Plausible,39,The artist at the museum presented some pictures.,artist,28.63,3.165,-2.141842872,0.22896878,0.0697,museum,18.47,2.974,-0.539220273,0.29290077,0.0757,0.0618,
nsubj,3_22,Plausible,40,An officer at the scene asked various questions.,officer,103.24,3.721,-1.559981734,0.23339066,0.1003,scene,74.65,3.581,-2.610715866,0.30284804,0.0258,0.0435,
nsubj,3_22,Plausible,41,The men in the field picked fresh fruit.,men,372.76,4.279,-2.093542576,0.16153318,0.1848,field,70.2,3.554,-2.629014254,0.19501519,0.0406,0.0352,
nsubj,3_22,Plausible,42,An actor on the stage delivered a speech.,actor,26.33,3.128,-5.756025314,0.13856907,0.098,stage,45.57,3.366,-2.086310267,0.21724778,0.039,0.017,
nsubj,3_22,Plausible,43,A journalist at the conference asked many questions.,journalist,6.1,2.494,-2.529010534,0.27293125,0.1069,conference,25.41,3.113,-1.939668715,0.24276125,0.0272,0.0526,
nsubj,3_22,Plausible,44,The woman in the shop made fresh coffee.,woman,434.63,4.346,-1.994794071,0.16894011,0.12,shop,53.55,3.437,-3.642700195,0.14455405,0.0424,0.057,
nsubj,3_22,Plausible,45,The bear in the river caught a bass.,bear,57.41,3.467,-2.971310258,0.13667674,0.0694,river,55.47,3.452,-2.275107741,0.15176742,0.0438,0.0341,
nsubj,3_22,Plausible,46,The group on the trail discovered a cave.,group,73.76,3.575,-2.541955471,0.16544706,0.1147,trail,19.2,2.991,-2.816765428,0.14381689,0.0564,0.06,
nsubj,3_22,Plausible,47,The coach on the field trained a runner.,coach,47.63,3.386,-2.245041162,0.24136515,0.1034,field,70.2,3.554,-0.758929282,0.25454623,0.032,0.0219,
nsubj,3_22,Plausible,48,The artist from the city attended the ceremony.,artist,28.63,3.165,-3.592395902,0.16615015,0.1387,city,169.1,3.936,-1.383771241,0.21387339,0.0369,0.0648,
nsubj,3_22,Plausible,49,A doctor at the hospital saved a patient.,doctor,263.94,4.129,-0.400286376,0.27477685,0.0889,hospital,124.2,3.802,-1.851441562,0.1775988,0.0138,0.0391,
nsubj,3_22,Plausible,50,The secretary in the office helped a girl.,secretary,33.22,3.229,-2.137680471,0.2096878,0.1019,office,203.9,4.017,-3.416807771,0.17466877,0.0259,0.0315,
nsubj,3_22,Implausible,1,A roof on the dog watched the birds.,roof,35.65,3.26,-4.402111173,0.16793664,0.0607,dog,192.84,3.993,-1.740057349,0.21021326,0.0588,0.0167,
nsubj,3_22,Implausible,2,The kitchen in the cook made a soup.,kitchen,58.31,3.474,-2.314989895,0.12797268,0.0795,cook,45.57,3.366,-2.364489079,0.21552235,0.1194,0.0876,
nsubj,3_22,Implausible,3,The window by the artist painted a landscape.,window,86,3.642,1.651214033,0.36638346,0.0484,artist,28.63,3.165,0.871151816,0.36655188,0.1602,0.0256,
nsubj,3_22,Implausible,4,The lab in the professor developed a treatment.,lab,39.61,3.306,-0.385760859,0.28945196,0.0864,professor,69.57,3.55,-2.425244153,0.2534432,0.1011,0.0496,
nsubj,3_22,Implausible,5,A library at the student studied her notes.,library,22.94,3.069,-2.26783064,0.22321555,0.0505,student,43.04,3.342,-0.447798923,0.32931334,0.1531,0.0222,
nsubj,3_22,Implausible,6,The house by the boy enjoyed the flowers.,house,514,4.418,-2.137680352,0.22606185,0.0862,boy,529.82,4.432,-2.269780636,0.26592067,0.118,0.0359,
nsubj,3_22,Implausible,7,The track on the runner won the championship.,track,55.75,3.454,-0.957339138,0.2912201,0.039,runner,4.96,2.405,1.166600138,0.4459929,0.0958,0.0484,
nsubj,3_22,Implausible,8,The room in the officer solved the mystery.,room,439.51,4.351,-2.591545343,0.26550564,0.0439,officer,103.24,3.721,-5.855637074,0.13018546,0.1027,0.0296,
nsubj,3_22,Implausible,9,A restaurant in the cook prepared bread daily.,restaurant,46.53,3.376,-1.649239063,0.22187856,0.1067,cook,45.57,3.366,-0.87953864,0.30095863,0.1267,0.0397,
nsubj,3_22,Implausible,10,The class in the teacher inspired young minds.,class,117.35,3.777,-4.352151752,0.108581044,0.0496,teacher,55.73,3.454,-2.195475161,0.2817871,0.0739,0.0318,
nsubj,3_22,Implausible,11,The station at the officer prepared for work.,station,79.08,3.606,-4.442919731,0.15992594,0.0404,officer,103.24,3.721,-4.104025006,0.15947354,0.0616,0.0301,
nsubj,3_22,Implausible,12,The study in the author wrote a novel.,study,49.04,3.398,-1.520377934,0.29398242,0.0751,author,7.94,2.608,2.251944602,0.44108704,0.0862,0.0807,
nsubj,3_22,Implausible,13,The stage on the singer performed a concert.,stage,45.57,3.366,0.955996692,0.39203733,0.0732,singer,15.69,2.904,1.903140008,0.408068,0.1247,0.025,
nsubj,3_22,Implausible,14,A hospital in the doctor saved a life.,hospital,124.2,3.802,-1.851441562,0.1775988,0.0625,doctor,263.94,4.129,-0.400286376,0.27477685,0.0409,0.0169,
nsubj,3_22,Implausible,15,The factory in the engineer designed powerful engines.,factory,16.8,2.933,1.207858741,0.3399169,0.0577,engineer,11.69,2.776,0.939341336,0.3254931,0.1279,0.058,
nsubj,3_22,Implausible,16,A beach at the runner helped the child.,beach,56.63,3.461,-4.138481379,0.16910115,0.0679,runner,4.96,2.405,-3.910841584,0.18680738,0.0486,0.0569,
nsubj,3_22,Implausible,17,The shop in the worker fixed a car.,shop,53.55,3.437,-4.623496175,0.13488434,0.0635,worker,10.94,2.747,-3.442040682,0.1409167,0.0863,0.0287,
nsubj,3_22,Implausible,18,A desert in the professor found an artifact.,desert,27.98,3.155,-0.750169814,0.19681285,0.0483,professor,69.57,3.55,-3.056845069,0.1771771,0.1246,0.0223,
nsubj,3_22,Implausible,19,The restaurant in the chef prepared wonderful food.,restaurant,46.53,3.376,-1.649239063,0.22187856,0.0713,chef,11.88,2.783,-1.2058025,0.21509095,0.15,0.0337,
nsubj,3_22,Implausible,20,A garden by the man collected some flowers.,garden,26.55,3.132,-1.585460305,0.2399508,0.0361,man,"1,845.75",4.974,-3.092906952,0.11589633,0.1121,0.019,
nsubj,3_22,Implausible,21,The hall in the pilot drove the plane.,hall,51.94,3.423,-2.022950821,0.21068482,0.1019,pilot,26.67,3.134,-1.472423099,0.23942032,0.1124,0.0825,
nsubj,3_22,Implausible,22,The lab in the professor grew rare plants.,lab,39.61,3.306,-3.640099645,0.18168594,0.0429,professor,69.57,3.55,-2.6345222,0.20428386,0.075,0.0287,
nsubj,3_22,Implausible,23,The track on the runner set a record.,track,55.75,3.454,-1.947190046,0.25681916,0.0122,runner,4.96,2.405,-3.047529757,0.25139943,0.0411,0.0134,
nsubj,3_22,Implausible,24,A lab in the student made a discovery.,lab,39.61,3.306,-3.512166619,0.0799246,0.0956,student,43.04,3.342,-3.955497503,0.1048407,0.0974,0.0424,
nsubj,3_22,Implausible,25,The door by the teacher planned a course.,door,292.06,4.173,-3.131005645,0.23471756,0.0428,teacher,55.73,3.454,-2.94721055,0.20408167,0.1241,0.0261,
nsubj,3_22,Implausible,26,An class in the assistant taught her students.,class,117.35,3.777,-1.498667479,0.18095015,0.0541,assistant,32.22,3.216,-0.501729742,0.3650301,0.0854,0.0294,
nsubj,3_22,Implausible,27,The scene at the captain stopped the fire.,scene,74.65,3.581,-2.458707094,0.28693777,0.0627,captain,208.27,4.026,-2.367838502,0.23286012,0.087,0.0224,
nsubj,3_22,Implausible,28,A library in the poet wrote a manuscript.,library,22.94,3.069,-1.787920356,0.25012153,0.1016,poet,9.22,2.673,1.445998728,0.37515527,0.1044,0.0436,
nsubj,3_22,Implausible,29,The restaurant in the singer played many songs.,restaurant,46.53,3.376,-4.357486486,0.15307486,0.0803,singer,15.69,2.904,-0.751084536,0.23621307,0.0914,0.0672,
nsubj,3_22,Implausible,30,The garden in the cat watched a mouse.,garden,26.55,3.132,-2.852462173,0.11273921,0.0953,cat,66.33,3.529,-3.161473274,0.12585557,0.0801,0.0476,
nsubj,3_22,Implausible,31,A library at the child read a book.,library,22.94,3.069,-0.201622188,0.34483728,0.0593,child,157.65,3.905,-4.213813901,0.28308308,0.0427,0.0207,
nsubj,3_22,Implausible,32,The studio in the painter made a portrait.,studio,23.33,3.076,-3.041718364,0.12792785,0.0893,painter,6.75,2.538,-5.177557468,0.11310794,0.1146,0.0966,
nsubj,3_22,Implausible,33,An lab in the assistant conducted an experiment.,lab,39.61,3.306,0.461361736,0.29364747,0.0907,assistant,32.22,3.216,-2.317881823,0.26739305,0.1074,0.0327,
nsubj,3_22,Implausible,34,The hospital at the doctor treated a patient.,hospital,124.2,3.802,1.551191807,0.346423,0.0761,doctor,263.94,4.129,-0.522545561,0.2693714,0.0669,0.0389,
nsubj,3_22,Implausible,35,The park in the boy found yellow flowers.,park,72.12,3.566,-2.147078037,0.14561833,0.0385,boy,529.82,4.432,-2.190500557,0.19501999,0.1183,0.046,
nsubj,3_22,Implausible,36,The class in the professor explained a concept.,class,117.35,3.777,-5.169320822,0.056569472,0.0497,professor,69.57,3.55,-2.870780051,0.24874572,0.0975,0.0424,
nsubj,3_22,Implausible,37,The camera with the man observed distant mountains.,camera,57,3.464,-1.784031868,0.25323352,0.0395,man,"1,845.75",4.974,-2.425678015,0.18125452,0.0962,0.0242,
nsubj,3_22,Implausible,38,The shop in the worker fixed an engine.,shop,53.55,3.437,-4.623496175,0.13488434,0.0635,worker,10.94,2.747,-3.442040682,0.1409167,0.0863,0.0287,
nsubj,3_22,Implausible,39,The museum at the artist presented some pictures.,museum,18.47,2.974,-0.539220273,0.29290077,0.0722,artist,28.63,3.165,-2.141842872,0.22896878,0.0958,0.0894,
nsubj,3_22,Implausible,40,An scene at the officer asked various questions.,scene,74.65,3.581,-2.610715866,0.30284804,0.0411,officer,103.24,3.721,-1.559981734,0.23339066,0.1009,0.0259,
nsubj,3_22,Implausible,41,The field in the men picked fresh fruit.,field,70.2,3.554,-2.629014254,0.19501519,0.0582,men,372.76,4.279,-2.093542576,0.16153318,0.1897,0.0186,
nsubj,3_22,Implausible,42,An stage on the actor delivered a speech.,stage,45.57,3.366,-2.086310267,0.21724778,0.0308,actor,26.33,3.128,-5.756025314,0.13856907,0.124,0.0116,
nsubj,3_22,Implausible,43,A conference at the journalist asked many questions.,conference,25.41,3.113,-1.939668715,0.24276125,0.0695,journalist,6.1,2.494,-2.529010534,0.27293125,0.0948,0.0405,
nsubj,3_22,Implausible,44,The shop in the woman made fresh coffee.,shop,53.55,3.437,-3.642700195,0.14455405,0.0448,woman,434.63,4.346,-1.994794071,0.16894011,0.0712,0.0409,
nsubj,3_22,Implausible,45,The river in the bear caught a bass.,river,55.47,3.452,-2.275107741,0.15176742,0.0477,bear,57.41,3.467,-2.971310258,0.13667674,0.0752,0.0308,
nsubj,3_22,Implausible,46,The trail on the group discovered a cave.,trail,19.2,2.991,-2.816765428,0.14381689,0.0611,group,73.76,3.575,-2.541955471,0.16544706,0.0907,0.0357,
nsubj,3_22,Implausible,47,The field on the coach trained a runner.,field,70.2,3.554,-0.758929282,0.25454623,0.0297,coach,47.63,3.386,-2.245041162,0.24136515,0.0761,0.0166,
nsubj,3_22,Implausible,48,The city from the artist attended the ceremony.,city,169.1,3.936,-1.383771241,0.21387339,0.0969,artist,28.63,3.165,-3.592395902,0.16615015,0.0921,0.0569,
nsubj,3_22,Implausible,49,A hospital at the doctor saved a patient.,hospital,124.2,3.802,-1.851441562,0.1775988,0.0636,doctor,263.94,4.129,-0.400286376,0.27477685,0.0275,0.0269,
nsubj,3_22,Implausible,50,The office in the secretary helped a girl.,office,203.9,4.017,-3.416807771,0.17466877,0.0407,secretary,33.22,3.229,-2.137680471,0.2096878,0.0881,0.0356,
nsubj,4_30,Plausible,1,A dog on the roof watched the birds.,dog,192.84,3.993,-1.740057349,0.21021326,0.6696,roof,35.65,3.26,-4.402111173,0.16793664,0.0019,,
nsubj,4_30,Plausible,2,The cook in the kitchen made a soup.,cook,45.57,3.366,-2.364489079,0.21552235,0.5739,kitchen,58.31,3.474,-2.314989895,0.12797268,0.0257,,
nsubj,4_30,Plausible,3,The artist by the window painted a landscape.,artist,28.63,3.165,0.871151816,0.36655188,0.0718,window,86,3.642,1.651214033,0.36638346,0.3279,,
nsubj,4_30,Plausible,4,The professor in the lab developed a treatment.,professor,69.57,3.55,-2.425244153,0.2534432,0.3206,lab,39.61,3.306,-0.385760859,0.28945196,0.0353,,
nsubj,4_30,Plausible,5,A student at the library studied her notes.,student,43.04,3.342,-0.447798923,0.32931334,0.4607,library,22.94,3.069,-2.26783064,0.22321555,0.0058,,
nsubj,4_30,Plausible,6,The boy by the house enjoyed the flowers.,boy,529.82,4.432,-2.269780636,0.26592067,0.369,house,514,4.418,-2.137680352,0.22606185,0.0352,,
nsubj,4_30,Plausible,7,The runner on the track won the championship.,runner,4.96,2.405,1.166600138,0.4459929,0.5434,track,55.75,3.454,-0.957339138,0.2912201,0.008,,
nsubj,4_30,Plausible,8,The officer in the room solved the mystery.,officer,103.24,3.721,-5.855637074,0.13018546,0.2683,room,439.51,4.351,-2.591545343,0.26550564,0.0251,,
nsubj,4_30,Plausible,9,A cook in the restaurant prepared bread daily.,cook,45.57,3.366,-0.87953864,0.30095863,0.6727,restaurant,46.53,3.376,-1.649239063,0.22187856,0.0164,,
nsubj,4_30,Plausible,10,The teacher in the class inspired young minds.,teacher,55.73,3.454,-2.195475161,0.2817871,0.3568,class,117.35,3.777,-4.352151752,0.108581044,0.0154,,
nsubj,4_30,Plausible,11,The officer at the station prepared for work.,officer,103.24,3.721,-4.104025006,0.15947354,0.4144,station,79.08,3.606,-4.442919731,0.15992594,0.0285,,
nsubj,4_30,Plausible,12,The author in the study wrote a novel.,author,7.94,2.608,2.251944602,0.44108704,0.4488,study,49.04,3.398,-1.520377934,0.29398242,0.0261,,
nsubj,4_30,Plausible,13,The singer on the stage performed a concert.,singer,15.69,2.904,1.903140008,0.408068,0.3915,stage,45.57,3.366,0.955996692,0.39203733,0.0273,,
nsubj,4_30,Plausible,14,A doctor in the hospital saved a life.,doctor,263.94,4.129,-0.400286376,0.27477685,0.4024,hospital,124.2,3.802,-1.851441562,0.1775988,0.0396,,
nsubj,4_30,Plausible,15,The engineer in the factory designed powerful engines.,engineer,11.69,2.776,0.939341336,0.3254931,0.2653,factory,16.8,2.933,1.207858741,0.3399169,0.0394,,
nsubj,4_30,Plausible,16,A runner at the beach helped the child.,runner,4.96,2.405,-3.910841584,0.18680738,0.2555,beach,56.63,3.461,-4.138481379,0.16910115,0.008,,
nsubj,4_30,Plausible,17,The worker in the shop fixed a car.,worker,10.94,2.747,-3.442040682,0.1409167,0.5299,shop,53.55,3.437,-4.623496175,0.13488434,0.0256,,
nsubj,4_30,Plausible,18,A professor in the desert found an artifact.,professor,69.57,3.55,-3.056845069,0.1771771,0.4682,desert,27.98,3.155,-0.750169814,0.19681285,0.0082,,
nsubj,4_30,Plausible,19,The chef in the restaurant prepared wonderful food.,chef,11.88,2.783,-1.2058025,0.21509095,0.4627,restaurant,46.53,3.376,-1.649239063,0.22187856,0.0154,,
nsubj,4_30,Plausible,20,A man by the garden collected some flowers.,man,"1,845.75",4.974,-3.092906952,0.11589633,0.1554,garden,26.55,3.132,-1.585460305,0.2399508,0.0877,,
nsubj,4_30,Plausible,21,The pilot in the hall drove the plane.,pilot,26.67,3.134,-1.472423099,0.23942032,0.4861,hall,51.94,3.423,-2.022950821,0.21068482,0.0083,,
